couldn't open "transcript": permission denied
# //  Questa Intel Starter FPGA Edition-64
# //  Version 2021.2 win64 Apr 14 2021
# //
# //  Copyright 1991-2021 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  QuestaSim and its associated documentation contain trade
# //  secrets and commercial or financial information that are the property of
# //  Mentor Graphics Corporation and are privileged, confidential,
# //  and exempt from disclosure under the Freedom of Information Act,
# //  5 U.S.C. Section 552. Furthermore, this information
# //  is prohibited from disclosure under the Trade Secrets Act,
# //  18 U.S.C. Section 1905.
# //
cd {D:/Study/FALL2024/ECNG 4104/Project/Phase1/sim}
# reading modelsim.ini
# [Cycle 130] Write Addr: 130, Write Data: 1, Read Addr: 130, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 131] Write Addr: 131, Write Data: 0, Read Addr: 131, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 132] Write Addr: 132, Write Data: 1, Read Addr: 132, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 133] Write Addr: 133, Write Data: 0, Read Addr: 133, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 134] Write Addr: 134, Write Data: 1, Read Addr: 134, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 135] Write Addr: 135, Write Data: 1, Read Addr: 135, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 136] Write Addr: 136, Write Data: 0, Read Addr: 136, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 137] Write Addr: 137, Write Data: 1, Read Addr: 137, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 138] Write Addr: 138, Write Data: 1, Read Addr: 138, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 139] Write Addr: 139, Write Data: 0, Read Addr: 139, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 140] Write Addr: 140, Write Data: 0, Read Addr: 140, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 141] Write Addr: 141, Write Data: 1, Read Addr: 141, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 142] Write Addr: 142, Write Data: 0, Read Addr: 142, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 143] Write Addr: 143, Write Data: 0, Read Addr: 143, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 144] Write Addr: 144, Write Data: 0, Read Addr: 144, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 145] Write Addr: 145, Write Data: 0, Read Addr: 145, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 146] Write Addr: 146, Write Data: 0, Read Addr: 146, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 147] Write Addr: 147, Write Data: 0, Read Addr: 147, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 148] Write Addr: 148, Write Data: 0, Read Addr: 148, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 149] Write Addr: 149, Write Data: 1, Read Addr: 149, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 150] Write Addr: 150, Write Data: 0, Read Addr: 150, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 151] Write Addr: 151, Write Data: 0, Read Addr: 151, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 152] Write Addr: 152, Write Data: 1, Read Addr: 152, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 153] Write Addr: 153, Write Data: 0, Read Addr: 153, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 154] Write Addr: 154, Write Data: 0, Read Addr: 154, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 155] Write Addr: 155, Write Data: 1, Read Addr: 155, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 156] Write Addr: 156, Write Data: 1, Read Addr: 156, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 157] Write Addr: 157, Write Data: 1, Read Addr: 157, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 158] Write Addr: 158, Write Data: 0, Read Addr: 158, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 159] Write Addr: 159, Write Data: 0, Read Addr: 159, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 160] Write Addr: 160, Write Data: 1, Read Addr: 160, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 161] Write Addr: 161, Write Data: 0, Read Addr: 161, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 162] Write Addr: 162, Write Data: 1, Read Addr: 162, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 163] Write Addr: 163, Write Data: 1, Read Addr: 163, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 164] Write Addr: 164, Write Data: 0, Read Addr: 164, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 165] Write Addr: 165, Write Data: 0, Read Addr: 165, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 166] Write Addr: 166, Write Data: 0, Read Addr: 166, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 167] Write Addr: 167, Write Data: 1, Read Addr: 167, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 168] Write Addr: 168, Write Data: 0, Read Addr: 168, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 169] Write Addr: 169, Write Data: 0, Read Addr: 169, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 170] Write Addr: 170, Write Data: 1, Read Addr: 170, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 171] Write Addr: 171, Write Data: 0, Read Addr: 171, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 172] Write Addr: 172, Write Data: 0, Read Addr: 172, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 173] Write Addr: 173, Write Data: 1, Read Addr: 173, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 174] Write Addr: 174, Write Data: 1, Read Addr: 174, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 175] Write Addr: 175, Write Data: 1, Read Addr: 175, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 176] Write Addr: 176, Write Data: 1, Read Addr: 176, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 177] Write Addr: 177, Write Data: 1, Read Addr: 177, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 178] Write Addr: 178, Write Data: 0, Read Addr: 178, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 179] Write Addr: 179, Write Data: 0, Read Addr: 179, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 180] Write Addr: 180, Write Data: 1, Read Addr: 180, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 181] Write Addr: 181, Write Data: 1, Read Addr: 181, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 182] Write Addr: 182, Write Data: 0, Read Addr: 182, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 183] Write Addr: 183, Write Data: 0, Read Addr: 183, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 184] Write Addr: 184, Write Data: 0, Read Addr: 184, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 185] Write Addr: 185, Write Data: 0, Read Addr: 185, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 186] Write Addr: 186, Write Data: 0, Read Addr: 186, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 187] Write Addr: 187, Write Data: 1, Read Addr: 187, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 188] Write Addr: 188, Write Data: 0, Read Addr: 188, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 189] Write Addr: 189, Write Data: 1, Read Addr: 189, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 190] Write Addr: 190, Write Data: 0, Read Addr: 190, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 191] Write Addr: 191, Write Data: 0, Read Addr: 191, Read Data: x, wren_A: 1, wren_B: 0, rden_A: 0, rden_B: 1, q_sel: 1
# [Cycle 0] Write Addr: 0, Write Data: 1, Read Addr: 0, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 1] Write Addr: 1, Write Data: 1, Read Addr: 1, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 2] Write Addr: 2, Write Data: 1, Read Addr: 2, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 3] Write Addr: 3, Write Data: 1, Read Addr: 3, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 4] Write Addr: 4, Write Data: 0, Read Addr: 4, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 5] Write Addr: 5, Write Data: 0, Read Addr: 5, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 6] Write Addr: 6, Write Data: 1, Read Addr: 6, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 7] Write Addr: 7, Write Data: 1, Read Addr: 7, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 8] Write Addr: 8, Write Data: 0, Read Addr: 8, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 9] Write Addr: 9, Write Data: 0, Read Addr: 9, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 10] Write Addr: 10, Write Data: 0, Read Addr: 10, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 11] Write Addr: 11, Write Data: 1, Read Addr: 11, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 12] Write Addr: 12, Write Data: 0, Read Addr: 12, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 13] Write Addr: 13, Write Data: 0, Read Addr: 13, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 14] Write Addr: 14, Write Data: 1, Read Addr: 14, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 15] Write Addr: 15, Write Data: 0, Read Addr: 15, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 16] Write Addr: 16, Write Data: 1, Read Addr: 16, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 17] Write Addr: 17, Write Data: 1, Read Addr: 17, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 18] Write Addr: 18, Write Data: 0, Read Addr: 18, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 19] Write Addr: 19, Write Data: 0, Read Addr: 19, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 20] Write Addr: 20, Write Data: 1, Read Addr: 20, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 21] Write Addr: 21, Write Data: 0, Read Addr: 21, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 22] Write Addr: 22, Write Data: 0, Read Addr: 22, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 23] Write Addr: 23, Write Data: 0, Read Addr: 23, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 24] Write Addr: 24, Write Data: 1, Read Addr: 24, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 25] Write Addr: 25, Write Data: 0, Read Addr: 25, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 26] Write Addr: 26, Write Data: 1, Read Addr: 26, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 27] Write Addr: 27, Write Data: 0, Read Addr: 27, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 28] Write Addr: 28, Write Data: 1, Read Addr: 28, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 29] Write Addr: 29, Write Data: 0, Read Addr: 29, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 30] Write Addr: 30, Write Data: 0, Read Addr: 30, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 31] Write Addr: 31, Write Data: 0, Read Addr: 31, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 32] Write Addr: 32, Write Data: 1, Read Addr: 32, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 33] Write Addr: 33, Write Data: 0, Read Addr: 33, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 34] Write Addr: 34, Write Data: 0, Read Addr: 34, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 35] Write Addr: 35, Write Data: 1, Read Addr: 35, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 36] Write Addr: 36, Write Data: 0, Read Addr: 36, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 37] Write Addr: 37, Write Data: 0, Read Addr: 37, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 38] Write Addr: 38, Write Data: 0, Read Addr: 38, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 39] Write Addr: 39, Write Data: 1, Read Addr: 39, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 40] Write Addr: 40, Write Data: 0, Read Addr: 40, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 41] Write Addr: 41, Write Data: 0, Read Addr: 41, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 42] Write Addr: 42, Write Data: 1, Read Addr: 42, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 43] Write Addr: 43, Write Data: 1, Read Addr: 43, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 44] Write Addr: 44, Write Data: 0, Read Addr: 44, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 45] Write Addr: 45, Write Data: 1, Read Addr: 45, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 46] Write Addr: 46, Write Data: 1, Read Addr: 46, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 47] Write Addr: 47, Write Data: 0, Read Addr: 47, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 48] Write Addr: 48, Write Data: 1, Read Addr: 48, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 49] Write Addr: 49, Write Data: 1, Read Addr: 49, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 50] Write Addr: 50, Write Data: 0, Read Addr: 50, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 51] Write Addr: 51, Write Data: 1, Read Addr: 51, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 52] Write Addr: 52, Write Data: 0, Read Addr: 52, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 53] Write Addr: 53, Write Data: 0, Read Addr: 53, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 54] Write Addr: 54, Write Data: 1, Read Addr: 54, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 55] Write Addr: 55, Write Data: 0, Read Addr: 55, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 56] Write Addr: 56, Write Data: 1, Read Addr: 56, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 57] Write Addr: 57, Write Data: 0, Read Addr: 57, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 58] Write Addr: 58, Write Data: 0, Read Addr: 58, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 59] Write Addr: 59, Write Data: 1, Read Addr: 59, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 60] Write Addr: 60, Write Data: 0, Read Addr: 60, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 61] Write Addr: 61, Write Data: 0, Read Addr: 61, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 62] Write Addr: 62, Write Data: 1, Read Addr: 62, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 63] Write Addr: 63, Write Data: 0, Read Addr: 63, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 64] Write Addr: 64, Write Data: 1, Read Addr: 64, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 65] Write Addr: 65, Write Data: 0, Read Addr: 65, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 66] Write Addr: 66, Write Data: 0, Read Addr: 66, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 67] Write Addr: 67, Write Data: 1, Read Addr: 67, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 68] Write Addr: 68, Write Data: 0, Read Addr: 68, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 69] Write Addr: 69, Write Data: 1, Read Addr: 69, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 70] Write Addr: 70, Write Data: 0, Read Addr: 70, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 71] Write Addr: 71, Write Data: 0, Read Addr: 71, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 72] Write Addr: 72, Write Data: 1, Read Addr: 72, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 73] Write Addr: 73, Write Data: 0, Read Addr: 73, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 74] Write Addr: 74, Write Data: 1, Read Addr: 74, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 75] Write Addr: 75, Write Data: 1, Read Addr: 75, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 76] Write Addr: 76, Write Data: 1, Read Addr: 76, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 77] Write Addr: 77, Write Data: 0, Read Addr: 77, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 78] Write Addr: 78, Write Data: 1, Read Addr: 78, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 79] Write Addr: 79, Write Data: 1, Read Addr: 79, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 80] Write Addr: 80, Write Data: 0, Read Addr: 80, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 81] Write Addr: 81, Write Data: 1, Read Addr: 81, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 82] Write Addr: 82, Write Data: 0, Read Addr: 82, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 83] Write Addr: 83, Write Data: 1, Read Addr: 83, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 84] Write Addr: 84, Write Data: 1, Read Addr: 84, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 85] Write Addr: 85, Write Data: 1, Read Addr: 85, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 86] Write Addr: 86, Write Data: 1, Read Addr: 86, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 87] Write Addr: 87, Write Data: 0, Read Addr: 87, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 88] Write Addr: 88, Write Data: 0, Read Addr: 88, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 89] Write Addr: 89, Write Data: 0, Read Addr: 89, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 90] Write Addr: 90, Write Data: 1, Read Addr: 90, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 91] Write Addr: 91, Write Data: 0, Read Addr: 91, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 92] Write Addr: 92, Write Data: 1, Read Addr: 92, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 93] Write Addr: 93, Write Data: 1, Read Addr: 93, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 94] Write Addr: 94, Write Data: 1, Read Addr: 94, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 95] Write Addr: 95, Write Data: 1, Read Addr: 95, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 96] Write Addr: 96, Write Data: 0, Read Addr: 96, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 97] Write Addr: 97, Write Data: 1, Read Addr: 97, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 98] Write Addr: 98, Write Data: 0, Read Addr: 98, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 99] Write Addr: 99, Write Data: 1, Read Addr: 99, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 100] Write Addr: 100, Write Data: 0, Read Addr: 100, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 101] Write Addr: 101, Write Data: 0, Read Addr: 101, Read Data: 0, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
# [Cycle 102] Write Addr: 102, Write Data: 1, Read Addr: 102, Read Data: 1, wren_A: 0, wren_B: 1, rden_A: 1, rden_B: 0, q_sel: 0
